ID,Annee_naissance,Niveau_Education,Statut_Marital,Revenu,Nb_Enfants,Nb_Ado,Nbjour_Dernier_Achat,Montant_Vins,Montant_Fruits,Montant_Viandes,Montant_Poissons,Montant_Sucreries,Montant_Or,NbAchat_Remise,NbAchat_SiteWeb,NbAchat_Catalogue,NbAchat_Magasin,NbVisit_SiteWebCeMois,Campagne3,Campagne4,Campagne5,Campagne1,Campagne2,Reponse,Plaintes,Pays,Montant_Total,Date_Enrollement,Age,Groupe_Age,Revenu_Manquant,NbAchat_Total
309,1961,PhD,Married,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,False,True,False,False,False,False,False,Saudi Arabia,1101,2012-10-16,53,45-60,False,19
3571,1961,PhD,Married,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,False,True,False,False,False,True,False,Spain,1101,2012-10-16,53,45-60,False,19
8395,1961,Graduate,Single,82014.0,0,0,48,980,37,265,35,163,31,1,3,6,12,6,False,False,False,False,False,True,False,Saudi Arabia,1511,2012-08-20,53,45-60,False,22
2591,1959,Graduate,Widow,76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,False,False,False,False,False,False,False,USA,932,2014-06-22,55,45-60,False,15
1640,1954,Graduate,Divorced,64587.0,1,1,49,66,0,16,0,6,20,2,1,1,4,3,False,False,False,False,False,False,False,Spain,108,2014-06-22,60,45-60,False,8
810,1975,Graduate,Married,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,False,False,False,False,False,False,False,Spain,641,2014-05-12,39,35-45,False,19
9423,1979,Master,Married,32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,False,False,False,False,False,False,False,Spain,46,2014-02-23,35,25-35,False,8
4345,1964,2n Cycle,Single,36807.0,1,1,49,5,1,9,2,0,4,1,1,0,2,7,False,False,False,False,False,False,False,Australia,21,2014-01-12,50,45-60,True,4
89,1975,2n Cycle,Married,22212.0,1,0,49,5,9,20,6,8,21,2,2,0,4,6,False,False,False,False,False,False,False,Saudi Arabia,69,2013-12-09,39,35-45,False,8
5294,1989,Graduate,Single,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,False,False,False,False,False,False,False,Spain,57,2013-11-20,25,18-25,False,10
1321,1974,Graduate,Married,26067.0,1,0,49,22,2,18,0,2,12,3,3,0,3,8,False,False,False,False,False,False,False,Canada,56,2013-11-04,40,35-45,False,9
2686,1969,Basic,Married,22390.0,0,0,49,0,1,4,15,1,5,1,1,0,2,7,False,False,False,False,False,False,False,Australia,26,2013-10-21,45,35-45,False,4
1215,1978,Graduate,Married,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,False,False,False,True,False,False,False,Spain,1572,2013-10-08,36,35-45,False,23
9283,1978,Graduate,Single,60199.0,1,2,49,8,1,7,2,0,0,1,0,0,3,4,False,False,False,False,False,False,False,Canada,18,2013-09-12,36,35-45,False,4
3120,1981,Graduate,Married,38547.0,1,0,49,6,1,10,0,1,4,1,1,0,2,8,False,False,False,False,False,False,True,Canada,22,2013-08-28,33,25-35,False,4
5868,1980,Graduate,Married,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,False,False,False,False,False,False,False,Canada,46,2013-08-22,34,25-35,False,6
8143,1985,PhD,Single,37929.0,0,0,49,202,2,46,3,2,10,2,4,2,5,7,False,True,False,True,False,True,False,Spain,265,2013-07-30,29,25-35,False,13
3479,1950,Graduate,Single,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,True,False,False,False,False,False,False,Canada,50,2013-07-19,64,60+,False,6
7214,1957,Graduate,Married,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,False,False,False,False,False,False,False,Spain,1283,2013-07-05,57,45-60,False,18
5543,1966,Graduate,Married,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,False,True,False,False,False,False,False,Spain,802,2013-06-24,48,45-60,False,25
9347,1956,Master,Married,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,False,False,False,False,False,False,False,Spain,46,2013-06-21,58,45-60,False,5
10160,1956,Master,Married,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,False,False,False,False,False,False,False,Spain,46,2013-06-21,58,45-60,False,5
1406,1975,Graduate,Single,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,False,False,False,False,False,False,False,Spain,415,2013-02-12,39,35-45,False,22
7019,1963,Graduate,Married,54414.0,1,1,49,109,18,16,24,26,18,4,3,1,5,4,False,False,False,False,False,False,False,Saudi Arabia,211,2013-01-23,51,45-60,False,13
2157,1972,Graduate,Married,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,False,False,False,False,False,False,False,Canada,77,2013-01-12,42,35-45,False,10
8939,1959,Graduate,Divorced,61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,False,False,False,False,False,False,False,Spain,730,2012-12-16,55,45-60,False,25
10250,1947,Basic,Married,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,False,False,False,False,False,False,False,Spain,28,2012-11-20,67,60+,False,4
1272,1965,Master,Single,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,False,False,False,False,False,False,False,Australia,903,2012-10-21,49,45-60,False,26
3007,1966,Graduate,Married,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,False,False,False,False,False,False,False,India,40,2012-10-04,48,45-60,False,6
5513,1966,Graduate,Married,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,False,False,False,False,False,False,False,Spain,40,2012-10-04,48,45-60,False,6
679,1957,PhD,Married,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,False,False,False,False,False,False,False,Spain,38,2012-09-20,57,45-60,False,6
8876,1963,PhD,Married,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,False,False,False,False,False,False,False,Spain,152,2012-08-08,51,45-60,False,13
10827,1967,PhD,Married,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,False,False,False,False,False,False,False,Australia,146,2012-08-07,47,45-60,False,11
7300,1952,Graduate,Divorced,69142.0,0,1,50,448,4,34,6,4,39,3,8,1,7,5,False,True,False,False,False,False,False,India,535,2014-06-29,62,60+,False,19
4268,1959,Graduate,Married,53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,False,False,False,False,False,False,False,USA,158,2014-06-09,55,45-60,False,9
4603,1960,PhD,Married,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,False,False,False,False,False,False,False,Spain,656,2014-01-31,54,45-60,False,21
8659,1952,PhD,Married,69805.0,0,1,50,750,71,174,13,10,20,2,6,8,11,2,False,False,False,False,False,False,False,Germany,1038,2014-01-21,62,60+,False,27
10708,1978,2n Cycle,Single,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,False,False,False,False,False,False,False,Spain,33,2013-12-28,36,35-45,False,5
1176,1973,Graduate,Married,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,False,False,False,False,False,False,False,Spain,25,2013-09-22,41,35-45,False,4
10380,1972,Master,Married,37787.0,1,0,50,40,1,40,4,3,18,1,3,0,3,8,False,False,False,False,False,False,False,India,106,2013-09-20,42,35-45,False,7
7037,1974,PhD,Married,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,False,False,False,False,False,False,False,Saudi Arabia,401,2013-08-11,40,35-45,False,17
11096,1952,2n Cycle,Married,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,False,False,False,False,False,False,False,Spain,232,2013-08-08,62,60+,False,12
6374,1954,PhD,Married,36930.0,0,1,50,223,2,31,0,2,39,5,5,2,4,8,False,False,False,False,False,False,False,Spain,297,2013-05-17,60,45-60,False,16
5552,1963,Master,Divorced,48721.0,1,1,50,81,18,113,47,13,21,6,4,2,5,6,False,False,False,False,False,False,False,Saudi Arabia,293,2013-05-13,51,45-60,False,17
2245,1969,Master,Married,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,False,False,False,False,False,False,False,Spain,139,2013-04-22,45,35-45,False,10
6200,1951,Graduate,Married,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,False,False,False,False,False,False,False,Spain,901,2013-04-08,63,60+,False,23
9904,1956,Graduate,Married,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,False,False,False,False,False,False,False,Canada,1043,2013-03-29,58,45-60,False,28
10031,1976,PhD,Married,16927.0,1,1,50,20,2,23,3,1,4,5,3,0,4,8,False,False,False,False,False,False,False,Saudi Arabia,53,2013-02-10,38,35-45,False,12
6642,1961,Graduate,Divorced,27215.0,2,1,50,30,5,22,8,9,28,4,2,1,4,6,False,False,False,False,False,False,False,Saudi Arabia,102,2013-01-23,53,45-60,False,11
10882,1976,Graduate,Married,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,False,False,False,False,False,False,False,Spain,915,2012-11-09,38,35-45,False,17
5636,1963,Graduate,Single,30983.0,0,0,50,51,4,50,12,1,49,1,4,0,3,8,False,False,False,False,False,True,False,India,167,2012-11-09,51,45-60,False,8
8692,1952,Graduate,Married,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,False,False,False,False,False,False,False,Spain,240,2012-09-12,62,60+,False,16
8091,1956,Graduate,Married,63943.0,0,1,50,423,184,368,13,97,21,1,6,4,6,5,False,False,False,False,False,False,False,India,1106,2012-09-02,58,45-60,False,17
8080,1986,Graduate,Single,26816.0,0,0,50,5,1,6,3,4,3,1,0,0,3,4,False,False,False,False,False,False,False,India,22,2012-08-17,28,25-35,False,4
8370,1976,2n Cycle,Married,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,False,False,False,False,False,False,False,Canada,1159,2012-08-02,38,35-45,False,18
4550,1966,Master,Married,33564.0,0,1,51,61,0,3,0,0,7,1,1,1,3,5,False,False,False,False,False,False,False,Spain,71,2014-06-24,48,45-60,False,6
3381,1953,Master,Married,54348.0,1,1,51,70,0,16,0,0,4,2,2,0,4,6,False,False,False,False,False,False,False,Canada,90,2014-06-08,61,60+,False,8
10556,1959,Graduate,Married,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,False,False,False,True,False,False,False,Spain,358,2014-05-24,55,45-60,False,17
9467,1984,Graduate,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,False,False,False,False,False,False,False,Spain,20,2014-05-11,30,25-35,False,5
2891,1963,Graduate,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,False,False,False,False,False,False,False,USA,928,2013-10-18,51,45-60,False,23
5011,1963,Graduate,Divorced,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,False,False,False,False,False,False,False,Spain,928,2013-10-18,51,45-60,False,23
8140,1973,Graduate,Married,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,False,False,False,False,False,False,False,Australia,95,2013-10-03,41,35-45,False,10
11039,1975,Graduate,Married,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,False,False,False,False,False,False,False,Spain,311,2013-09-17,39,35-45,False,13
78,1969,Graduate,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,False,False,False,False,False,False,False,Spain,37,2013-09-15,45,35-45,False,5
5517,1969,Graduate,Married,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,False,False,False,False,False,False,False,Australia,37,2013-09-15,45,35-45,False,5
5290,1964,PhD,Married,41551.0,1,1,51,220,0,33,3,0,23,5,5,1,5,8,False,False,False,False,False,False,False,Canada,279,2013-08-14,50,45-60,False,16
4128,1962,PhD,Married,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,False,False,False,False,False,False,False,Saudi Arabia,725,2013-07-20,52,45-60,False,20
8534,1952,Graduate,Married,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,False,True,False,False,False,False,False,Spain,992,2013-07-16,62,60+,False,28
9592,1983,Graduate,Married,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,False,False,False,False,False,False,False,Spain,33,2013-06-30,31,25-35,False,7
8957,1952,2n Cycle,Single,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,False,False,False,False,False,False,False,Saudi Arabia,1120,2013-06-10,62,60+,False,22
9308,1954,Graduate,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,False,False,False,False,False,False,False,Saudi Arabia,976,2013-05-11,60,45-60,False,14
544,1954,Graduate,Married,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,False,False,False,False,False,False,False,Spain,976,2013-05-11,60,45-60,False,14
5989,1959,2n Cycle,Divorced,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,False,False,False,False,False,False,False,Canada,1576,2013-04-16,55,45-60,False,24
635,1966,Master,Married,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,False,False,False,False,False,False,False,Spain,610,2013-03-19,48,45-60,False,25
6673,1965,Graduate,Single,23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,False,False,False,False,False,False,False,USA,129,2013-03-19,49,45-60,False,7
1710,1978,Graduate,Single,30168.0,1,0,51,154,20,66,0,12,27,7,6,1,4,9,False,False,False,False,False,False,False,Spain,279,2013-03-07,36,35-45,False,18
523,1989,Graduate,Married,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,False,False,False,False,False,False,False,Spain,74,2013-01-31,25,18-25,False,7
8977,1985,Basic,Single,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,False,False,False,False,False,False,False,Spain,24,2013-01-12,29,25-35,False,4
9736,1980,Graduate,Married,41850.0,1,1,51,53,5,19,2,13,4,3,3,0,3,8,False,False,False,False,False,False,False,USA,96,2012-12-24,34,25-35,False,9
1544,1967,Master,Divorced,81380.0,0,0,51,741,68,689,224,68,103,1,4,2,10,2,False,False,False,False,False,False,False,Canada,1893,2012-12-22,47,45-60,False,17
6575,1981,Graduate,Married,56386.0,1,1,51,230,48,214,13,32,75,8,9,1,7,9,False,False,False,False,False,False,False,Saudi Arabia,612,2012-10-27,33,25-35,False,25
6147,1971,Graduate,Divorced,25818.0,1,0,51,5,2,8,2,2,9,1,0,1,2,7,False,False,False,False,False,False,False,Germany,28,2012-10-18,43,35-45,False,4
6354,1984,Graduate,Married,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,False,False,False,False,False,True,False,Spain,47,2012-08-31,30,25-35,False,6
4769,1977,Master,Married,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,False,True,False,False,False,False,False,Spain,493,2014-06-18,37,35-45,False,23
7540,1952,Graduate,Married,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,False,False,False,False,False,False,False,Spain,270,2014-05-25,62,60+,False,13
5247,1955,PhD,Married,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,False,False,False,False,False,False,False,Spain,45,2014-05-10,59,45-60,False,7
5987,1989,2n Cycle,Married,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,False,False,False,False,False,False,False,Spain,43,2014-05-04,25,18-25,False,7
9960,1991,Basic,Single,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,False,False,False,False,False,False,False,Saudi Arabia,14,2014-04-30,23,18-25,False,4
10972,1949,Graduate,Widow,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,False,True,True,False,False,False,False,Spain,939,2014-03-10,65,60+,False,14
1399,1958,Graduate,Married,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,False,False,False,True,False,False,False,Spain,1515,2014-01-21,56,45-60,False,20
2698,1976,Graduate,Single,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,False,False,False,False,False,False,False,USA,415,2013-11-07,38,35-45,False,17
6340,1985,Graduate,Single,29938.0,1,0,52,3,3,7,0,2,11,2,1,0,3,6,False,False,False,False,False,False,False,Saudi Arabia,26,2013-10-27,29,25-35,False,6
4107,1948,PhD,Married,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,False,False,False,False,False,False,False,Spain,425,2013-10-08,66,60+,False,16
10906,1948,PhD,Married,46681.0,0,2,52,269,15,69,15,19,38,2,4,6,4,5,False,False,False,False,False,False,False,Saudi Arabia,425,2013-10-08,66,60+,False,16
2557,1970,Master,Single,29548.0,1,0,52,7,1,6,3,1,11,1,1,1,2,4,True,False,False,False,False,False,False,Spain,29,2013-08-29,44,35-45,False,5
8786,1956,Master,Married,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,False,False,False,False,False,False,False,Germany,450,2013-05-26,58,45-60,False,18
7187,1969,Master,Married,36807.0,1,1,52,375,42,48,94,66,96,7,4,10,4,3,False,False,False,False,False,False,False,Australia,721,2013-05-18,45,35-45,True,25
6119,1963,PhD,Single,36736.0,1,1,52,10,0,3,0,0,4,1,1,0,2,6,False,False,False,False,False,False,False,Spain,17,2013-05-10,51,45-60,False,4
2980,1952,Master,Single,8820.0,1,1,52,12,0,13,4,2,4,4,3,0,3,8,False,False,False,False,False,False,False,Canada,35,2013-03-22,62,60+,False,10
3850,1963,Basic,Married,14918.0,0,1,52,3,3,3,15,4,15,1,1,0,3,6,False,False,False,False,False,False,False,India,43,2012-12-07,51,45-60,False,5
1077,1974,Graduate,Married,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,False,False,False,False,False,False,False,Spain,1020,2012-12-05,40,35-45,False,15
9733,1978,Basic,Married,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,True,False,False,False,False,False,False,India,80,2012-09-09,36,35-45,False,5
8462,1978,Basic,Married,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,True,False,False,False,False,False,False,Spain,80,2012-09-09,36,35-45,False,5
4764,1952,Master,Married,40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,False,False,False,False,False,True,False,Saudi Arabia,169,2012-08-19,62,60+,False,12
2223,1965,2n Cycle,Divorced,64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,False,False,False,False,False,False,False,Spain,1826,2012-08-03,49,45-60,False,33
7788,1983,PhD,Married,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,False,False,False,False,False,False,False,Spain,10,2014-06-04,31,25-35,False,4
5827,1958,Graduate,Divorced,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,False,False,False,False,False,False,False,Saudi Arabia,62,2014-04-16,56,45-60,False,11
2958,1978,Graduate,Married,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,False,False,False,False,False,False,False,Spain,57,2014-02-24,36,35-45,False,10
4954,1956,Graduate,Married,48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,False,False,False,False,False,False,False,Spain,265,2014-01-21,58,45-60,False,17
3139,1982,2n Cycle,Single,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,False,True,False,False,False,False,False,Saudi Arabia,2052,2013-12-30,32,25-35,False,19
9952,1947,Master,Married,78093.0,0,0,53,368,32,639,13,43,10,1,4,7,5,1,False,False,False,False,False,False,False,Saudi Arabia,1105,2013-12-11,67,60+,False,17
8180,1952,Master,Divorced,59354.0,1,1,53,233,2,53,3,5,14,3,6,1,5,6,False,False,False,False,False,False,False,USA,310,2013-11-15,62,60+,False,15
3276,1976,2n Cycle,Married,36301.0,1,0,53,11,12,35,3,5,12,1,3,0,3,7,False,False,False,False,False,False,False,Saudi Arabia,78,2013-10-25,38,35-45,False,7
4994,1943,Master,Single,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,False,False,True,False,False,False,False,Spain,1735,2013-10-01,71,60+,False,26
3598,1972,Graduate,Married,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,False,False,False,False,False,False,False,Spain,606,2013-05-23,42,35-45,False,22
945,1965,Graduate,Married,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,False,False,False,False,False,False,False,Spain,133,2013-05-22,49,45-60,False,9
5048,1971,PhD,Single,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,False,False,False,False,False,False,False,Saudi Arabia,131,2013-05-11,43,35-45,False,7
6214,1982,Master,Married,43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,False,False,False,False,False,False,False,Spain,79,2013-04-05,32,25-35,False,6
6230,1971,Graduate,Divorced,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,False,False,False,False,False,False,False,Spain,189,2013-02-15,43,35-45,False,14
2968,1943,PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,True,False,False,False,False,True,False,Australia,902,2013-02-01,71,60+,False,24
8800,1943,PhD,Divorced,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,True,False,False,False,False,True,False,Saudi Arabia,902,2013-02-01,71,60+,False,24
1907,1950,Master,Divorced,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,False,False,False,False,False,True,False,Spain,1477,2012-09-28,64,60+,False,26
10478,1950,PhD,Married,55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,False,False,False,False,False,True,False,Saudi Arabia,633,2012-09-27,64,60+,False,23
4188,1957,Graduate,Single,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,False,False,False,False,False,True,False,Australia,354,2012-08-13,57,45-60,False,14
8720,1978,2n Cycle,Married,64090.0,0,0,53,32,2,1607,12,4,22,0,0,0,1,0,False,True,False,False,False,False,False,India,1679,2012-08-12,36,35-45,True,1
2225,1977,Graduate,Divorced,82582.0,0,0,54,510,120,550,156,40,241,1,4,9,7,1,True,False,False,True,False,True,False,Australia,1617,2014-06-07,37,35-45,False,21
4790,1958,Graduate,Divorced,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,False,False,False,False,False,False,False,Spain,868,2014-06-02,56,45-60,False,13
1131,1967,PhD,Single,52569.0,0,1,54,85,0,3,0,0,7,1,2,0,4,3,False,False,False,False,False,False,False,Saudi Arabia,95,2014-04-05,47,45-60,False,7
202,1948,PhD,Widow,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,False,False,False,False,False,False,False,India,1234,2014-04-05,66,60+,False,17
9589,1948,PhD,Widow,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,False,False,False,False,False,False,False,India,1234,2014-04-05,66,60+,False,17
3900,1972,Graduate,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,False,False,False,False,False,False,False,Canada,769,2014-03-29,42,35-45,False,21
9958,1972,Graduate,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,False,False,False,False,False,False,False,Australia,769,2014-03-29,42,35-45,False,21
8955,1957,PhD,Married,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,True,False,False,False,False,False,False,Spain,49,2014-02-16,57,45-60,False,5
10033,1973,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,False,False,False,False,False,False,False,Germany,38,2014-02-13,41,35-45,False,5
5751,1973,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,False,False,False,False,False,False,False,Canada,38,2014-02-13,41,35-45,False,5
3308,1952,Graduate,Married,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,False,False,False,False,False,False,False,Saudi Arabia,94,2014-01-03,62,60+,False,9
7297,1973,Graduate,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,False,False,False,False,False,False,False,Saudi Arabia,57,2013-12-26,41,35-45,False,11
8008,1983,Graduate,Married,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,False,False,False,False,False,False,False,Spain,119,2013-12-09,31,25-35,False,7
1232,1982,PhD,Married,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,False,False,False,False,False,False,False,Germany,1244,2013-10-25,32,25-35,False,17
2345,1982,PhD,Married,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,False,False,False,False,False,False,False,Australia,1244,2013-10-25,32,25-35,False,17
1628,1971,Graduate,Married,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,False,False,False,False,False,False,False,Saudi Arabia,960,2013-10-24,43,35-45,False,17
5081,1967,2n Cycle,Married,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,False,False,False,False,False,False,False,Spain,47,2013-10-20,47,45-60,False,5
839,1975,PhD,Married,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,False,False,False,False,False,False,False,Spain,170,2013-09-25,39,35-45,False,9
3706,1978,Graduate,Single,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,True,False,False,False,False,True,False,Spain,94,2013-08-21,36,35-45,False,7
5154,1972,Master,Divorced,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,False,False,False,False,False,False,False,Spain,54,2013-08-11,42,35-45,False,6
8584,1952,PhD,Married,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,False,False,False,False,False,False,False,Spain,1165,2013-06-08,62,60+,False,17
6583,1955,2n Cycle,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,False,False,False,True,False,False,False,Spain,981,2013-06-03,59,45-60,False,21
3433,1955,2n Cycle,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,False,False,False,True,False,False,False,Spain,981,2013-06-03,59,45-60,False,21
10486,1948,Graduate,Married,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,False,False,False,False,False,False,False,Spain,990,2013-05-29,66,60+,False,17
8687,1978,Graduate,Married,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,False,False,False,False,False,False,False,India,486,2013-05-06,36,35-45,False,16
7842,1968,Graduate,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,False,False,False,False,False,False,False,Spain,74,2013-03-31,46,45-60,False,9
3749,1973,Graduate,Married,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,False,False,False,False,False,False,False,Canada,1580,2013-03-02,41,35-45,False,24
1331,1977,Graduate,Single,35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,False,False,False,False,False,False,False,Australia,72,2013-01-02,37,35-45,False,7
5995,1962,Graduate,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,False,False,False,False,False,True,False,Spain,384,2012-12-18,52,45-60,False,20
8985,1964,2n Cycle,Married,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,False,False,False,False,False,False,False,Spain,1211,2012-11-04,50,45-60,False,32
2798,1977,PhD,Married,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,False,True,True,True,False,True,False,Saudi Arabia,1240,2012-11-02,37,35-45,False,26
7108,1965,Master,Widow,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,False,False,False,False,False,False,False,Saudi Arabia,353,2012-09-08,49,45-60,False,18
2781,1981,Graduate,Single,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,False,False,True,True,False,True,False,Saudi Arabia,1792,2014-06-23,33,25-35,False,17
3623,1976,Graduate,Married,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,False,False,False,False,False,False,False,India,45,2014-06-11,38,35-45,False,10
194,1965,Graduate,Married,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,False,False,False,False,False,False,False,Spain,41,2014-06-09,49,45-60,False,5
10833,1975,Graduate,Married,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,False,True,False,False,False,False,False,Spain,973,2014-05-24,39,35-45,False,27
2315,1960,Graduate,Divorced,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,False,False,False,False,False,False,False,Spain,96,2014-04-20,54,45-60,False,6
