ID,Annee_naissance,Niveau_Education,Statut_Marital,Revenu,Nb_Enfants,Nb_Ado,Nbjour_Dernier_Achat,Montant_Vins,Montant_Fruits,Montant_Viandes,Montant_Poissons,Montant_Sucreries,Montant_Or,NbAchat_Remise,NbAchat_SiteWeb,NbAchat_Catalogue,NbAchat_Magasin,NbVisit_SiteWebCeMois,Campagne3,Campagne4,Campagne5,Campagne1,Campagne2,DerniereCampagne,Plaintes,Pays,Montant_Total,NbAchat_Total,Date_Enrollement,Age,Groupe_Age,Total_Enfants,Groupe_TotalEnfants,Manquants,Revenu_capped,Age_capped
202,1948,PhD,Widow,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,False,False,False,False,False,False,False,India,1234,17,2014-04-05,66,60+,0,0,False,82032.0,66
9589,1948,PhD,Widow,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,False,False,False,False,False,False,False,India,1234,17,2014-04-05,66,60+,0,0,False,82032.0,66
3900,1972,Graduate,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,False,False,False,False,False,False,False,Canada,769,21,2014-03-29,42,35-45,1,0,False,65685.0,42
9958,1972,Graduate,Married,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,False,False,False,False,False,False,False,Australia,769,21,2014-03-29,42,35-45,1,0,False,65685.0,42
8955,1957,PhD,Married,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,True,False,False,False,False,False,False,Spain,49,5,2014-02-16,57,45-60,2,1,False,40451.0,57
10033,1973,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,False,False,False,False,False,False,False,Germany,38,5,2014-02-13,41,35-45,1,0,False,31163.0,41
5751,1973,2n Cycle,Divorced,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,False,False,False,False,False,False,False,Canada,38,5,2014-02-13,41,35-45,1,0,False,31163.0,41
3308,1952,Graduate,Married,35704.0,1,1,54,30,9,12,2,11,30,3,2,0,4,4,False,False,False,False,False,False,False,Saudi Arabia,94,9,2014-01-03,62,60+,2,1,False,35704.0,62
7297,1973,Graduate,Single,7500.0,1,0,54,5,3,10,12,7,20,4,3,1,3,7,False,False,False,False,False,False,False,Saudi Arabia,57,11,2013-12-26,41,35-45,1,0,False,8857.2,41
8008,1983,Graduate,Married,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,False,False,False,False,False,False,False,Spain,119,7,2013-12-09,31,25-35,1,0,False,36075.0,31
1232,1982,PhD,Married,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,False,False,False,False,False,False,False,Germany,1244,17,2013-10-25,32,25-35,0,0,False,70038.0,32
2345,1982,PhD,Married,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,False,False,False,False,False,False,False,Australia,1244,17,2013-10-25,32,25-35,0,0,False,70038.0,32
1628,1971,Graduate,Married,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,False,False,False,False,False,False,False,Saudi Arabia,960,17,2013-10-24,43,35-45,0,0,False,71796.0,43
5081,1967,2n Cycle,Married,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,False,False,False,False,False,False,False,Spain,47,5,2013-10-20,47,45-60,2,1,False,47821.0,47
839,1975,PhD,Married,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,False,False,False,False,False,False,False,Spain,170,9,2013-09-25,39,35-45,1,0,False,45503.0,39
3706,1978,Graduate,Single,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,True,False,False,False,False,True,False,Spain,94,7,2013-08-21,36,35-45,1,0,False,28647.0,36
5154,1972,Master,Divorced,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,False,False,False,False,False,False,False,Spain,54,6,2013-08-11,42,35-45,1,0,False,37760.0,42
8584,1952,PhD,Married,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,False,False,False,False,False,False,False,Spain,1165,17,2013-06-08,62,60+,0,0,False,85431.0,62
6583,1955,2n Cycle,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,False,False,False,True,False,False,False,Spain,981,21,2013-06-03,59,45-60,0,0,False,72635.0,59
3433,1955,2n Cycle,Married,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,False,False,False,True,False,False,False,Spain,981,21,2013-06-03,59,45-60,0,0,False,72635.0,59
10486,1948,Graduate,Married,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,False,False,False,False,False,False,False,Spain,990,17,2013-05-29,66,60+,0,0,False,77142.0,66
8687,1978,Graduate,Married,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,False,False,False,False,False,False,False,India,486,16,2013-05-06,36,35-45,1,0,False,53172.0,36
7842,1968,Graduate,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,False,False,False,False,False,False,False,Spain,74,9,2013-03-31,46,45-60,2,1,False,36065.0,46
3749,1973,Graduate,Married,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,False,False,False,False,False,False,False,Canada,1580,24,2013-03-02,41,35-45,0,0,False,73926.0,41
1331,1977,Graduate,Single,35790.0,1,0,54,12,6,20,30,1,3,2,2,0,3,7,False,False,False,False,False,False,False,Australia,72,7,2013-01-02,37,35-45,1,0,False,35790.0,37
5995,1962,Graduate,Divorced,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,False,False,False,False,False,True,False,Spain,384,20,2012-12-18,52,45-60,2,1,False,39552.0,52
8985,1964,2n Cycle,Married,68316.0,0,1,54,806,80,161,120,11,33,5,10,7,10,6,False,False,False,False,False,False,False,Spain,1211,32,2012-11-04,50,45-60,1,0,False,68316.0,50
2798,1977,PhD,Married,102160.0,0,0,54,763,29,138,76,176,58,0,7,9,10,4,False,True,True,True,False,True,False,Saudi Arabia,1240,26,2012-11-02,37,35-45,0,0,False,94199.86000000003,37
7108,1965,Master,Widow,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,False,False,False,False,False,False,False,Saudi Arabia,353,18,2012-09-08,49,45-60,2,1,False,51390.0,49
2781,1981,Graduate,Single,72066.0,0,0,55,1003,34,536,134,51,34,1,4,6,6,2,False,False,True,True,False,True,False,Saudi Arabia,1792,17,2014-06-23,33,25-35,0,0,False,72066.0,33
3623,1976,Graduate,Married,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,False,False,False,False,False,False,False,India,45,10,2014-06-11,38,35-45,1,0,False,21675.0,38
194,1965,Graduate,Married,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,False,False,False,False,False,False,False,Spain,41,5,2014-06-09,49,45-60,2,1,False,48006.0,49
10833,1975,Graduate,Married,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,False,True,False,False,False,False,False,Spain,973,27,2014-05-24,39,35-45,1,0,False,65106.0,39
2315,1960,Graduate,Divorced,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,False,False,False,False,False,False,False,Spain,96,6,2014-04-20,54,45-60,1,0,False,58401.0,54
6336,1960,Graduate,Married,29315.0,1,1,55,13,2,14,8,7,4,4,2,0,4,6,False,False,False,False,False,False,False,Saudi Arabia,48,10,2014-04-06,54,45-60,2,1,False,29315.0,54
10738,1951,Master,Single,49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,False,False,False,False,False,False,False,Australia,65,6,2013-08-29,63,60+,2,1,False,49389.0,63
8286,1965,PhD,Married,51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,False,True,False,False,False,False,False,Saudi Arabia,122,8,2013-08-20,49,45-60,1,0,False,51717.0,49
2166,1960,2n Cycle,Widow,46779.0,1,1,55,12,1,3,0,0,7,1,0,1,2,4,False,False,False,False,False,False,False,Saudi Arabia,23,4,2013-07-12,54,45-60,2,1,False,46779.0,54
10691,1960,Master,Married,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,False,False,False,False,False,False,False,Spain,43,5,2013-06-14,54,45-60,2,1,False,28520.0,54
9739,1963,Graduate,Single,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,False,False,False,False,False,False,False,Spain,114,8,2013-01-19,51,45-60,1,0,False,34377.0,51
1829,1961,PhD,Divorced,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,False,True,False,False,False,True,False,Spain,1232,21,2013-01-19,53,45-60,1,0,False,54959.0,53
6260,1955,Master,Married,82384.0,0,0,55,984,51,432,180,120,190,1,3,10,13,1,False,False,True,False,False,True,False,Australia,1957,27,2012-11-19,59,45-60,0,0,False,82384.0,59
10448,1956,Graduate,Single,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,True,False,False,False,False,False,False,Spain,377,18,2012-10-22,58,45-60,1,0,False,46998.0,58
1343,1968,Graduate,Married,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,False,False,False,False,False,False,False,USA,586,22,2012-09-26,46,45-60,2,1,False,58554.0,46
4749,1968,Graduate,Married,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,False,False,False,False,False,False,False,India,586,22,2012-09-26,46,45-60,2,1,False,58554.0,46
531,1954,PhD,Divorced,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,False,False,False,False,False,True,False,Spain,1662,33,2012-09-22,60,45-60,1,0,False,57333.0,60
6905,1994,Graduate,Married,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,False,False,False,False,False,False,False,Spain,1004,21,2012-08-22,20,18-25,0,0,False,80685.0,22
1045,1965,Graduate,Married,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,False,False,False,False,False,False,False,Spain,279,13,2012-08-16,49,45-60,1,0,False,52117.0,49
4012,1972,PhD,Married,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,False,False,False,False,False,True,False,Germany,1226,23,2012-08-11,42,35-45,1,0,False,62220.0,42
5529,1946,PhD,Married,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,False,False,False,True,False,False,False,Canada,444,22,2014-06-10,68,60+,3,2-3,False,64014.0,68
4001,1946,PhD,Married,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,False,False,False,True,False,False,False,Saudi Arabia,444,22,2014-06-10,68,60+,3,2-3,False,64014.0,68
10420,1955,Master,Divorced,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,False,False,False,False,False,False,False,USA,222,10,2014-05-05,59,45-60,1,0,False,46390.0,59
7723,1979,Graduate,Married,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,False,False,False,False,False,False,False,Germany,1440,21,2014-05-02,35,25-35,0,0,False,75507.0,35
2963,1979,Graduate,Married,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,False,False,False,False,False,False,False,Australia,1440,21,2014-05-02,35,25-35,0,0,False,75507.0,35
10634,1951,Master,Married,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,False,False,False,False,False,False,False,Spain,406,15,2014-04-19,63,60+,0,0,False,59412.0,63
5180,1968,PhD,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,False,False,False,False,False,False,False,Spain,149,10,2014-04-18,46,45-60,1,0,False,50616.0,46
6866,1969,Master,Married,35924.0,1,1,56,8,0,14,2,3,7,1,1,0,3,5,False,False,False,False,False,False,False,Saudi Arabia,34,5,2014-03-23,45,35-45,2,1,False,35924.0,45
1328,1982,2n Cycle,Married,57937.0,0,1,56,261,42,144,55,48,133,3,4,4,9,3,False,False,False,False,False,False,False,Saudi Arabia,683,20,2014-02-16,32,25-35,1,0,False,57937.0,32
1139,1984,PhD,Married,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,True,False,True,True,False,True,False,Spain,1512,22,2014-02-06,30,25-35,0,0,False,73356.0,30
4961,1974,Master,Married,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,False,False,False,False,False,False,False,Spain,61,11,2014-01-21,40,35-45,1,0,False,21255.0,40
5177,1974,Master,Married,58494.0,0,1,56,298,7,68,4,0,19,2,6,2,6,6,False,False,False,False,False,False,False,Saudi Arabia,396,16,2013-12-12,40,35-45,1,0,False,58494.0,40
2075,1969,Graduate,Married,72460.0,0,0,56,377,10,540,80,30,10,1,3,5,7,1,False,False,False,False,False,False,False,Saudi Arabia,1047,16,2013-11-14,45,35-45,0,0,False,72460.0,45
3428,1991,PhD,Married,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,False,False,False,False,False,False,False,Spain,1598,24,2013-10-06,23,18-25,0,0,False,68682.0,23
4500,1991,PhD,Married,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,False,False,False,False,False,False,False,Spain,1598,24,2013-10-06,23,18-25,0,0,False,68682.0,23
7369,1981,Master,Married,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,False,False,False,False,False,False,False,Spain,62,7,2013-10-02,33,25-35,1,0,False,36959.0,33
4381,1971,PhD,Married,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,False,False,False,False,False,False,False,Spain,235,17,2013-08-18,43,35-45,2,1,False,46463.0,43
9964,1979,Graduate,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,False,False,False,False,False,False,False,Spain,424,15,2013-08-07,35,25-35,1,0,False,61825.0,35
1630,1979,Graduate,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,False,False,False,False,False,False,False,Spain,424,15,2013-08-07,35,25-35,1,0,False,61825.0,35
5012,1989,Graduate,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,False,False,False,False,False,False,False,Spain,34,5,2013-07-04,25,18-25,1,0,False,28691.0,25
6918,1989,Graduate,Married,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,False,False,False,False,False,False,False,Spain,34,5,2013-07-04,25,18-25,1,0,False,28691.0,25
7822,1976,Graduate,Married,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,False,False,False,False,False,False,False,Spain,662,20,2013-06-04,38,35-45,1,0,False,54058.0,38
10156,1975,Graduate,Single,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,False,False,False,False,False,False,False,Spain,1237,20,2013-06-03,39,35-45,1,0,False,84196.0,39
3033,1963,Master,Married,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,False,False,False,False,False,False,False,Australia,318,11,2013-05-11,51,45-60,0,0,False,38620.0,51
4119,1963,Master,Married,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,False,False,False,False,False,False,False,Germany,318,11,2013-05-11,51,45-60,0,0,False,38620.0,51
332,1957,Graduate,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,False,True,False,False,False,False,False,Spain,275,14,2013-03-22,57,45-60,1,0,False,47743.0,57
737,1949,PhD,Married,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,False,True,True,True,False,False,False,Spain,2231,15,2013-03-03,65,60+,0,0,False,80360.0,65
10319,1971,Graduate,Married,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,False,True,False,False,False,False,False,Spain,1286,22,2013-02-26,43,35-45,1,0,False,66303.0,43
2683,1969,Graduate,Married,52413.0,0,2,56,295,106,271,75,98,65,4,6,4,12,6,False,False,False,False,False,False,False,Canada,910,26,2013-02-02,45,35-45,2,1,False,52413.0,45
3445,1956,Graduate,Single,60714.0,0,0,56,216,162,224,101,92,162,2,7,4,10,5,False,False,False,False,False,True,False,Saudi Arabia,957,23,2013-01-17,58,45-60,0,0,False,60714.0,58
10913,1984,Master,Single,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,True,False,False,False,False,True,False,Spain,27,4,2012-12-05,30,25-35,1,0,False,31385.0,30
4427,1995,2n Cycle,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,True,False,True,False,False,True,True,Spain,1365,28,2012-09-18,19,18-25,0,0,False,83257.0,22
8717,1975,PhD,Married,80427.0,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,False,False,False,False,False,False,False,India,1835,28,2012-09-12,39,35-45,1,0,False,80427.0,39
2066,1949,Graduate,Married,38823.0,0,1,56,70,0,11,2,8,23,1,2,1,3,6,False,False,False,False,False,False,False,Spain,114,7,2012-08-30,65,60+,1,0,False,38823.0,65
3340,1977,Graduate,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,False,False,False,False,False,True,False,Canada,436,20,2012-08-17,37,35-45,1,0,False,42014.0,37
8685,1977,Graduate,Married,42014.0,1,0,56,244,15,108,4,15,50,6,7,1,6,8,False,False,False,False,False,True,False,Saudi Arabia,436,20,2012-08-17,37,35-45,1,0,False,42014.0,37
4149,1948,PhD,Married,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,False,False,False,False,False,False,False,Spain,1348,21,2014-05-13,66,60+,0,0,False,76140.0,66
8726,1964,2n Cycle,Divorced,41713.0,1,1,57,77,8,44,10,10,25,5,3,1,4,6,False,False,False,False,False,False,False,Canada,174,13,2014-04-29,50,45-60,2,1,False,41713.0,50
2295,1954,PhD,Married,62670.0,0,1,57,539,30,92,80,46,38,1,5,3,13,3,False,False,False,False,False,False,False,Saudi Arabia,825,22,2014-02-02,60,45-60,1,0,False,62670.0,60
3283,1972,2n Cycle,Married,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,False,False,False,False,False,False,False,Spain,909,22,2014-01-19,42,35-45,1,0,False,70932.0,42
1915,1951,PhD,Married,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,False,False,False,False,False,False,False,Germany,1507,20,2013-12-12,63,60+,0,0,False,78939.0,63
800,1960,Graduate,Married,44512.0,1,1,57,23,1,6,0,0,2,2,1,0,3,4,False,False,False,False,False,False,False,Saudi Arabia,32,6,2013-08-30,54,45-60,2,1,False,44512.0,54
9166,1968,Graduate,Married,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,False,False,False,False,False,False,False,Spain,882,23,2013-08-09,46,45-60,1,0,False,63967.0,46
5147,1948,Graduate,Single,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,False,False,False,False,False,False,False,Spain,1424,27,2013-07-29,66,60+,0,0,False,90842.0,66
13,1947,PhD,Widow,25358.0,0,1,57,19,0,5,0,0,8,2,1,0,3,6,False,False,False,False,False,False,False,Saudi Arabia,32,6,2013-07-22,67,60+,1,0,False,25358.0,67
8557,1982,Graduate,Single,55955.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,False,False,False,False,False,False,False,Australia,46,7,2013-06-17,32,25-35,1,0,True,55955.0,32
8724,1982,Graduate,Single,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,False,False,False,False,False,False,False,Spain,46,7,2013-06-17,32,25-35,1,0,False,28567.0,32
9381,1978,Graduate,Married,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,False,False,False,False,False,False,False,Australia,606,23,2013-06-12,36,35-45,2,1,False,66373.0,36
9384,1978,Graduate,Married,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,False,False,False,False,False,False,False,Australia,606,23,2013-06-12,36,35-45,2,1,False,66373.0,36
3560,1952,Graduate,Married,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,False,False,True,False,False,False,False,Germany,1574,20,2013-05-12,62,60+,0,0,False,83844.0,62
241,1952,Graduate,Married,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,False,False,True,False,False,False,False,Spain,1574,20,2013-05-12,62,60+,0,0,False,83844.0,62
7521,1952,Graduate,Married,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,False,False,True,False,False,False,False,Canada,1574,20,2013-05-12,62,60+,0,0,False,83844.0,62
9799,1968,PhD,Divorced,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,False,False,False,False,False,False,False,Spain,1173,19,2013-05-08,46,45-60,2,1,False,83664.0,46
5123,1951,Master,Married,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,False,False,False,False,False,False,False,Spain,143,7,2013-04-15,63,60+,0,0,False,27450.0,63
448,1978,PhD,Single,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,False,False,False,False,False,False,False,Spain,795,21,2013-03-01,36,35-45,1,0,False,54880.0,36
4837,1965,PhD,Married,71322.0,0,1,57,753,43,226,69,10,204,2,8,5,13,4,False,False,False,False,False,False,False,Spain,1305,28,2013-02-16,49,45-60,1,0,False,71322.0,49
9365,1976,PhD,Single,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,False,False,False,False,False,False,False,Spain,1277,24,2012-12-22,38,35-45,1,0,False,60000.0,38
8932,1969,Master,Married,65176.0,0,1,57,960,28,183,220,70,70,4,9,6,6,6,False,False,False,False,False,False,False,Saudi Arabia,1531,25,2012-10-29,45,35-45,1,0,False,65176.0,45
7055,1952,PhD,Married,61010.0,0,1,57,888,0,57,0,0,76,2,8,5,11,5,False,False,False,False,False,False,False,Canada,1021,26,2012-10-09,62,60+,1,0,False,61010.0,62
3537,1981,Graduate,Married,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,False,False,False,False,False,False,False,Spain,79,10,2012-08-17,33,25-35,1,0,False,31089.0,33
9081,1988,Graduate,Single,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,False,False,False,False,False,False,False,Spain,25,5,2014-05-18,26,25-35,1,0,False,20518.0,26
4988,1948,PhD,Married,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,False,False,False,False,False,False,False,Saudi Arabia,62,9,2014-05-04,66,60+,2,1,False,34469.0,66
1050,1952,Graduate,Married,28332.0,0,0,58,14,10,13,4,15,9,1,2,1,4,2,False,False,False,False,False,False,False,Germany,65,8,2014-04-30,62,60+,0,0,False,28332.0,62
5610,1965,Graduate,Married,33456.0,1,1,58,7,3,10,8,1,7,2,1,0,3,7,False,False,False,False,False,False,False,India,36,6,2014-04-21,49,45-60,2,1,False,33456.0,49
3526,1968,PhD,Married,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,False,False,False,False,False,False,False,Spain,38,6,2014-01-27,46,45-60,2,1,False,38443.0,46
5136,1973,Graduate,Single,65333.0,0,1,58,654,7,92,0,15,30,7,9,4,8,6,False,True,True,False,False,False,False,Canada,798,28,2014-01-17,41,35-45,1,0,False,65333.0,41
1411,1952,Graduate,Divorced,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,False,False,False,False,False,False,False,Spain,940,16,2013-11-10,62,60+,0,0,False,82623.0,62
701,1971,Graduate,Married,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,True,False,False,False,False,False,False,Spain,1179,18,2013-11-06,43,35-45,1,0,False,73691.0,43
6203,1947,Graduate,Married,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,False,False,False,False,False,False,False,Spain,1734,26,2013-08-24,67,60+,0,0,False,74485.0,67
7192,1955,Graduate,Married,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,False,False,False,False,False,False,True,Spain,545,18,2013-04-15,59,45-60,1,0,False,65748.0,59
5181,1982,Basic,Single,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,False,False,False,False,False,False,False,Spain,24,4,2013-03-20,32,25-35,1,0,False,24367.0,32
9220,1971,Graduate,Single,91700.0,0,0,58,576,172,961,125,115,19,1,8,6,5,3,False,False,False,False,False,True,False,Spain,1968,20,2013-01-17,43,35-45,0,0,False,91700.0,43
10446,1957,PhD,Married,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,False,True,True,True,False,True,False,Canada,729,17,2012-11-07,57,45-60,0,0,False,82017.0,57
5524,1957,Graduate,Single,58138.0,0,0,58,635,88,546,172,88,88,3,8,10,4,7,False,False,False,False,False,True,False,USA,1617,25,2012-09-04,57,45-60,0,0,False,58138.0,57
3830,1953,Master,Married,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,False,False,False,False,False,False,False,Canada,459,16,2014-04-24,61,60+,2,1,False,59354.0,61
5186,1955,PhD,Married,58482.0,0,1,59,576,7,115,19,7,7,2,7,4,9,6,False,True,False,False,False,False,False,Canada,731,22,2014-03-12,59,45-60,1,0,False,58482.0,59
8514,1976,Graduate,Married,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,False,False,False,False,False,False,False,Spain,20,5,2014-01-17,38,35-45,1,0,False,29478.0,38
7165,1972,Graduate,Married,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,False,False,False,False,False,False,False,Spain,823,22,2013-10-22,42,35-45,1,0,False,64474.0,42
10236,1975,Master,Single,31160.0,1,0,59,16,3,25,6,1,13,2,2,0,3,8,False,False,False,False,False,False,False,Saudi Arabia,64,7,2013-09-16,39,35-45,1,0,False,31160.0,39
2392,1972,Graduate,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,False,False,False,False,False,False,False,Spain,102,8,2013-07-29,42,35-45,2,1,False,40321.0,42
1920,1972,Graduate,Married,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,False,False,False,False,False,False,False,Spain,102,8,2013-07-29,42,35-45,2,1,False,40321.0,42
3673,1971,Graduate,Single,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,False,False,False,False,False,False,False,Saudi Arabia,779,26,2013-07-14,43,35-45,1,0,False,55239.0,43
1453,1943,PhD,Widow,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,False,False,False,False,False,False,False,Spain,1060,27,2013-07-06,71,60+,0,0,False,57513.0,69
4518,1979,Graduate,Married,85693.0,0,1,59,386,172,183,185,132,111,2,9,5,11,5,False,False,False,False,False,False,False,Canada,1169,27,2013-04-20,35,25-35,1,0,False,85693.0,35
8969,1977,Graduate,Married,71855.0,0,1,59,548,31,422,0,112,28,4,5,5,11,3,False,False,False,False,False,False,False,Saudi Arabia,1141,25,2013-01-16,37,35-45,1,0,False,71855.0,37
387,1976,Basic,Married,7500.0,0,0,59,6,16,11,11,1,16,1,2,0,3,8,False,False,False,False,False,False,False,USA,61,6,2012-11-13,38,35-45,0,0,False,8857.2,38
1079,1971,PhD,Married,71969.0,0,1,59,1000,0,76,0,0,10,3,3,4,9,8,False,True,False,False,False,False,False,India,1086,19,2012-10-16,43,35-45,1,0,False,71969.0,43
164,1977,PhD,Married,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,False,False,False,False,False,False,False,Spain,269,13,2012-10-13,37,35-45,0,0,False,28973.0,37
3434,1951,Graduate,Single,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,False,False,False,False,False,False,False,Spain,1336,19,2014-05-12,63,60+,0,0,False,80872.0,63
5721,1956,PhD,Married,84117.0,0,0,60,611,76,749,59,45,26,1,7,10,6,2,False,False,True,False,False,False,False,Canada,1566,24,2014-05-11,58,45-60,0,0,False,84117.0,58
8418,1958,2n Cycle,Single,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,False,False,False,False,False,False,False,Germany,61,7,2014-03-30,56,45-60,2,1,False,38741.0,56
5300,1973,Master,Married,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,False,False,False,False,False,False,False,Spain,70,6,2013-12-30,41,35-45,1,0,False,38961.0,41
10424,1968,Graduate,Single,75922.0,0,0,60,265,138,553,224,23,92,1,4,4,9,1,False,False,False,False,False,False,False,Saudi Arabia,1295,18,2013-12-09,46,45-60,0,0,False,75922.0,46
11171,1965,Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,False,False,False,False,False,False,False,Australia,411,21,2013-10-11,49,45-60,3,2-3,False,56962.0,49
